,IP_A,IP_B,confidence,pairs,pairs2,frequency,avg_norm_latency,total_duration,total_packets,norm_latency,latency_rank,pair_ID,server_A,server_B,server
1500,11396_48,192.168.210.47,0.9726027397260274,"['11396_48', '192.168.210.47']","('11396_48', '192.168.210.47')",142,0.032911951902798366,55.849999999999994,2153,3.055751226373914e-05,0.004339166741450957,104,,,10
1602,13454_193,192.168.220.47,0.9437751004016064,"['13454_193', '192.168.220.47']","('13454_193', '192.168.220.47')",235,0.020929599053850174,33.686,1767,1.8430803189190987e-05,0.004331238749459882,105,,,10
1636,11967_252,192.168.220.47,1.0,"['11967_252', '192.168.220.47']","('11967_252', '192.168.220.47')",330,0.003511434901464046,23.860000000000003,1431,1.3054650718224099e-05,0.004308034737013952,106,,,10
1621,13016_166,192.168.220.50,1.0,"['13016_166', '192.168.220.50']","('13016_166', '192.168.220.50')",294,0.023440504535147406,25.45400000000002,637,1.3926784550782749e-05,0.004094474657930128,107,,,10
1516,11609_24,192.168.220.51,1.0,"['11609_24', '192.168.220.51']","('11609_24', '192.168.220.51')",156,0.0061826812646540935,47.63,1025,2.6060059250168222e-05,0.0040653692430262425,108,,,10
1525,13967_220,192.168.220.48,1.0,"['13967_220', '192.168.220.48']","('13967_220', '192.168.220.48')",162,0.046912521823169955,45.17999999999999,624,2.4719577512546714e-05,0.004004571557032568,109,,,10
1568,12435_228,192.168.210.53,1.0,"['12435_228', '192.168.210.53']","('12435_228', '192.168.210.53')",194,0.06685678694158077,37.50999999999999,389,2.0523048970686745e-05,0.003981471500313229,110,,,11
1569,10712_191,192.168.210.52,0.9285714285714286,"['10712_191', '192.168.210.52']","('10712_191', '192.168.210.52')",182,0.018124735197795894,38.88599999999999,2133,2.127590728536723e-05,0.0038722151259368356,111,,,11
1618,10058_130,192.168.210.47,1.0,"['10058_130', '192.168.210.47']","('10058_130', '192.168.210.47')",288,0.010252572389946903,24.182999999999996,8972,1.3231375453428888e-05,0.00381063613058752,112,,,11
1577,13239_133,192.168.210.54,1.0,"['13239_133', '192.168.210.54']","('13239_133', '192.168.210.54')",204,0.006481596029710557,34.083000000000006,1601,1.8648015944225983e-05,0.0038041952526221006,113,,,11
1620,12674_71,192.168.220.48,1.0,"['12674_71', '192.168.220.48']","('12674_71', '192.168.220.48')",293,0.02528664066309117,22.991999999999994,428,1.2579737188323905e-05,0.0036858629961789044,114,,,11
1587,14537_242,192.168.220.51,1.0,"['14537_242', '192.168.220.51']","('14537_242', '192.168.220.51')",217,0.00944319111198817,30.860000000000007,1343,1.688459853999982e-05,0.003663957883179961,115,,,11
1276,14386_200,192.168.220.48,1.0,"['14386_200', '192.168.220.48']","('14386_200', '192.168.220.48')",87,0.06953092959276591,76.139,993,4.1658342457454504e-05,0.003624275793798542,116,,,11
1527,10938_103,192.168.210.56,1.0,"['10938_103', '192.168.210.56']","('10938_103', '192.168.210.56')",164,0.024069547127785838,40.267999999999994,1856,2.203204841246638e-05,0.0036132559396444865,117,,,11
1034,14483_235,192.168.210.56,1.0,"['14483_235', '192.168.210.56']","('14483_235', '192.168.210.56')",59,0.22470721671837288,111.68799999999999,658,6.110845890264094e-05,0.0036053990752558155,118,,,11
1565,11773_187,192.168.220.51,0.7958115183246073,"['11773_187', '192.168.220.51']","('11773_187', '192.168.220.51')",152,0.010105472836515726,42.525999999999996,4340,2.3267480152690607e-05,0.003536656983208972,119,,,11
1544,11733_33,192.168.220.49,1.0,"['11733_33', '192.168.220.49']","('11733_33', '192.168.220.49')",177,0.027006698954896328,36.24800000000001,1345,1.9832564091960905e-05,0.0035103638442770804,120,,,12
1575,10003_106,192.168.220.51,1.0,"['10003_106', '192.168.220.51']","('10003_106', '192.168.220.51')",202,0.012007823832105228,31.072999999999997,2459,1.700113838086242e-05,0.003434229952934209,121,,,12
1493,12969_46,192.168.220.49,1.0,"['12969_46', '192.168.220.49']","('12969_46', '192.168.220.49')",142,0.043979328474071565,43.87399999999999,739,2.4005018676083986e-05,0.003408712652003926,122,,,12
1631,12746_165,192.168.220.51,1.0,"['12746_165', '192.168.220.51']","('12746_165', '192.168.220.51')",316,0.003707223421280567,19.457000000000004,679,1.064561353832717e-05,0.003364013878111386,123,,,12
1133,14385_1,192.168.210.49,1.0,"['14385_1', '192.168.210.49']","('14385_1', '192.168.210.49')",68,0.03625348536505183,89.853,5307,4.916175737571625e-05,0.003342999501548705,124,,,12
1495,10158_229,192.168.220.46,1.0,"['10158_229', '192.168.220.46']","('10158_229', '192.168.220.46')",143,0.03855899124560814,42.49099999999998,1115,2.3248330413581717e-05,0.0033245112491421857,125,,,12
1222,12116_210,192.168.220.42,1.0,"['12116_210', '192.168.220.42']","('12116_210', '192.168.220.42')",80,0.12028030256209062,74.57499999999999,3095,4.0802622686989184e-05,0.0032642098149591346,126,,,12
1469,11513_244,192.168.220.47,1.0,"['11513_244', '192.168.220.47']","('11513_244', '192.168.220.47')",129,0.014552102237597961,46.046000000000035,2489,2.51933967716407e-05,0.0032499481835416505,127,,,12
1561,11584_2,192.168.220.51,1.0,"['11584_2', '192.168.220.51']","('11584_2', '192.168.220.51')",188,0.009702017131093534,31.551,2160,1.726266910354939e-05,0.0032453817914672852,128,,,12
1501,10502_23,192.168.220.42,1.0,"['10502_23', '192.168.220.42']","('10502_23', '192.168.220.42')",146,0.019409589711584057,39.34600000000001,2035,2.1527589570798217e-05,0.00314302807733654,129,,,12
1558,14261_252,192.168.210.48,1.0,"['14261_252', '192.168.210.48']","('14261_252', '192.168.210.48')",186,0.013190822253339876,30.446,1427,1.665808448311194e-05,0.0030984037138588206,130,,,13
1553,14574_40,192.168.220.51,1.0,"['14574_40', '192.168.220.51']","('14574_40', '192.168.220.51')",181,0.005982308770638482,31.19199999999999,1789,1.7066247493832603e-05,0.0030889907963837014,131,,,13
1571,10660_51,192.168.220.47,1.0,"['10660_51', '192.168.220.47']","('10660_51', '192.168.220.47')",198,0.012837132493918268,28.304000000000002,1012,1.5486120449648567e-05,0.003066251849030416,132,,,13
1604,14401_2,192.168.220.48,1.0,"['14401_2', '192.168.220.48']","('14401_2', '192.168.220.48')",250,0.017016267532467537,21.985,774,1.2028771837391315e-05,0.0030071929593478287,133,,,13
1510,13248_115,192.168.220.50,1.0,"['13248_115', '192.168.220.50']","('13248_115', '192.168.220.50')",154,0.02463881677072744,34.897000000000006,550,1.909338416235819e-05,0.002940381161003161,134,,,13
1429,11038_118,192.168.220.42,1.0,"['11038_118', '192.168.220.42']","('11038_118', '192.168.220.42')",118,0.05765557802602295,45.02600000000001,462,2.463531866046766e-05,0.002906967601935184,135,,,13
